,DD,HD,Variant,Position,Binding_Energy
35957,0.625,0.86,5,44,-182.03
35958,0.625,0.86,5,45,-485.38
35959,0.625,0.86,5,46,-350.44
35960,0.75,0.86,1,1,-391.71
35961,0.75,0.86,1,2,-411.48
35962,0.75,0.86,1,3,-294.73
35963,0.75,0.86,1,4,-313.75
35964,0.75,0.86,1,5,-376.34
35965,0.75,0.86,1,6,-523.3
35966,0.75,0.86,1,7,-469.93
35967,0.75,0.86,1,8,-516.17
35968,0.75,0.86,1,9,-408.67
35969,0.75,0.86,1,10,-162.15
35970,0.75,0.86,1,11,-400.01
35971,0.75,0.86,1,12,-444.86
35972,0.75,0.86,1,13,-649.61
35973,0.75,0.86,1,14,-516.26
35974,0.75,0.86,1,15,-396.29
35975,0.75,0.86,1,16,-479.35
35976,0.75,0.86,1,17,-476.48
35977,0.75,0.86,1,18,-508.93
35978,0.75,0.86,1,19,-431.42
35979,0.75,0.86,1,20,-449.81
35980,0.75,0.86,1,21,-204.79
35981,0.75,0.86,1,22,-325.51
35982,0.75,0.86,1,23,-325.87
35983,0.75,0.86,1,24,-349.35
35984,0.75,0.86,1,25,-311.41
35985,0.75,0.86,1,26,-159.55
35986,0.75,0.86,1,27,-312.52
35987,0.75,0.86,1,28,-395.78
35988,0.75,0.86,1,29,-419.14
35989,0.75,0.86,1,30,-426.27
35990,0.75,0.86,1,31,-322.51
35991,0.75,0.86,1,32,-511.4
35992,0.75,0.86,1,33,-460.46
35993,0.75,0.86,1,34,-309.28
35994,0.75,0.86,1,35,-458.14
35995,0.75,0.86,1,36,-350.42
35996,0.75,0.86,1,37,-144.14
35997,0.75,0.86,1,38,-460.27
35998,0.75,0.86,1,39,-272.08
35999,0.75,0.86,1,40,-334.16
36000,0.75,0.86,1,41,-297.44
36001,0.75,0.86,1,42,-534.98
36002,0.75,0.86,1,43,-255.28
36003,0.75,0.86,2,1,-374.53
36004,0.75,0.86,2,2,-505.9
36005,0.75,0.86,2,3,-559.02
36006,0.75,0.86,2,4,-267.59
36007,0.75,0.86,2,5,-350.65
36008,0.75,0.86,2,6,-350.44
36009,0.75,0.86,2,7,-264.78
36010,0.75,0.86,2,8,-307.95
36011,0.75,0.86,2,9,-494.01
36012,0.75,0.86,2,10,-253.99
36013,0.75,0.86,2,11,-314.92
36014,0.75,0.86,2,12,-474.93
36015,0.75,0.86,2,13,-558.16
36016,0.75,0.86,2,14,-535.43
36017,0.75,0.86,2,15,-513.57
36018,0.75,0.86,2,16,-502.79
36019,0.75,0.86,2,17,-439.18
36020,0.75,0.86,2,18,-410.44
36021,0.75,0.86,2,19,-315.47
36022,0.75,0.86,2,20,-231.87
36023,0.75,0.86,2,21,-317.15
36024,0.75,0.86,2,22,-194.45
36025,0.75,0.86,2,23,-462.08
36026,0.75,0.86,2,24,-266.33
36027,0.75,0.86,2,25,-414.61
36028,0.75,0.86,2,26,-296.3
36029,0.75,0.86,2,27,-444.82
36030,0.75,0.86,2,28,-481.23
36031,0.75,0.86,2,29,-266.13
36032,0.75,0.86,2,30,-282.07
36033,0.75,0.86,2,31,-272.72
36034,0.75,0.86,2,32,-369.01
36035,0.75,0.86,2,33,-260.91
36036,0.75,0.86,2,34,-479.8
36037,0.75,0.86,2,35,-454.48
36038,0.75,0.86,2,36,-454.51
36039,0.75,0.86,2,37,-320.7
36040,0.75,0.86,2,38,-388.77
36041,0.75,0.86,2,39,-215.24
36042,0.75,0.86,2,40,-190.75
36043,0.75,0.86,2,41,-476.19
36044,0.75,0.86,2,42,-320.82
36045,0.75,0.86,3,1,-310.3
36046,0.75,0.86,3,2,-317.08
36047,0.75,0.86,3,3,-607.54
36048,0.75,0.86,3,4,-447.39
36049,0.75,0.86,3,5,-362.33
36050,0.75,0.86,3,6,-370.31
36051,0.75,0.86,3,7,-343.22
36052,0.75,0.86,3,8,-255.16
36053,0.75,0.86,3,9,-351.17
36054,0.75,0.86,3,10,-393.19
36055,0.75,0.86,3,11,-412.51
36056,0.75,0.86,3,12,-312.94
36057,0.75,0.86,3,13,-519.82
36058,0.75,0.86,3,14,-340.22
36059,0.75,0.86,3,15,-314.34
36060,0.75,0.86,3,16,-377.64
36061,0.75,0.86,3,17,-359.77
36062,0.75,0.86,3,18,-283.11
36063,0.75,0.86,3,19,-255.28
36064,0.75,0.86,3,20,-459.21
36065,0.75,0.86,3,21,-318.4
36066,0.75,0.86,3,22,-416.72
36067,0.75,0.86,3,23,-490.76
36068,0.75,0.86,3,24,-416.6
36069,0.75,0.86,3,25,-440.57
36070,0.75,0.86,3,26,-344.19
36071,0.75,0.86,3,27,-571.01
36072,0.75,0.86,3,28,-274.78
36073,0.75,0.86,3,29,-279.61
36074,0.75,0.86,3,30,-435.1
36075,0.75,0.86,3,31,-117.74
36076,0.75,0.86,3,32,-405.35
36077,0.75,0.86,3,33,-356.75
36078,0.75,0.86,3,34,-254.81
36079,0.75,0.86,3,35,-305.54
36080,0.75,0.86,3,36,-384.16
36081,0.75,0.86,3,37,-350.49
36082,0.75,0.86,4,1,-407.83
36083,0.75,0.86,4,2,-384.5
36084,0.75,0.86,4,3,-233.9
36085,0.75,0.86,4,4,-295.1
36086,0.75,0.86,4,5,-450.87
36087,0.75,0.86,4,6,-385.97
36088,0.75,0.86,4,7,-326.87
36089,0.75,0.86,4,8,-398.27
36090,0.75,0.86,4,9,-465.35
36091,0.75,0.86,4,10,-525.78
36092,0.75,0.86,4,11,-455.7
36093,0.75,0.86,4,12,-324.23
36094,0.75,0.86,4,13,-377.24
36095,0.75,0.86,4,14,-381.04
36096,0.75,0.86,4,15,-478.13
36097,0.75,0.86,4,16,-503.18
36098,0.75,0.86,4,17,-587.4
36099,0.75,0.86,4,18,-462.48
36100,0.75,0.86,4,19,-398.28
36101,0.75,0.86,4,20,-271.97
36102,0.75,0.86,4,21,-372.17
36103,0.75,0.86,4,22,-347.82
36104,0.75,0.86,4,23,-504.98
36105,0.75,0.86,4,24,-213.5
36106,0.75,0.86,4,25,-584.26
36107,0.75,0.86,4,26,-299.5
36108,0.75,0.86,4,27,-83.28
36109,0.75,0.86,4,28,-145.88
36110,0.75,0.86,4,29,-243.31
36111,0.75,0.86,4,30,-600.36
36112,0.75,0.86,4,31,-402.12
36113,0.75,0.86,4,32,-488.77
36114,0.75,0.86,4,33,-406.76
36115,0.75,0.86,4,34,-296.25
36116,0.75,0.86,4,35,-251.1
36117,0.75,0.86,4,36,-660.78
36118,0.75,0.86,4,37,-338.9
36119,0.75,0.86,4,38,-320.0
36120,0.75,0.86,4,39,-285.74
36121,0.75,0.86,4,40,-511.68
36122,0.75,0.86,4,41,-319.48
36123,0.75,0.86,4,42,-311.7
36124,0.75,0.86,4,43,-550.99
36125,0.75,0.86,5,1,-403.88
36126,0.75,0.86,5,2,-717.48
36127,0.75,0.86,5,3,-290.2
36128,0.75,0.86,5,4,-471.75
36129,0.75,0.86,5,5,-324.52
36130,0.75,0.86,5,6,-430.62
36131,0.75,0.86,5,7,-332.7
36132,0.75,0.86,5,8,-461.63
36133,0.75,0.86,5,9,-359.65
36134,0.75,0.86,5,10,-260.98
36135,0.75,0.86,5,11,-557.98
36136,0.75,0.86,5,12,-355.36
36137,0.75,0.86,5,13,-436.79
36138,0.75,0.86,5,14,-542.18
36139,0.75,0.86,5,15,-314.39
36140,0.75,0.86,5,16,-468.7
36141,0.75,0.86,5,17,-69.0
36142,0.75,0.86,5,18,-373.53
36143,0.75,0.86,5,19,-357.98
36144,0.75,0.86,5,20,-457.08
36145,0.75,0.86,5,21,-212.92
36146,0.75,0.86,5,22,-403.99
36147,0.75,0.86,5,23,-441.33
36148,0.75,0.86,5,24,-73.22
36149,0.75,0.86,5,25,-354.23
36150,0.75,0.86,5,26,-577.51
36151,0.75,0.86,5,27,-297.83
36152,0.75,0.86,5,28,-423.35
36153,0.75,0.86,5,29,-355.62
36154,0.75,0.86,5,30,-579.88
36155,0.75,0.86,5,31,-576.73
36156,0.75,0.86,5,32,-141.23
36157,0.75,0.86,5,33,-296.46
36158,0.75,0.86,5,34,-769.56
36159,0.75,0.86,5,35,-441.97
36160,0.75,0.86,5,36,-398.57
36161,0.75,0.86,5,37,-367.86
36162,0.75,0.86,5,38,-499.15
36163,0.75,0.86,5,39,-243.01
36164,0.875,0.86,1,1,-542.72
36165,0.875,0.86,1,2,-391.98
36166,0.875,0.86,1,3,-283.58
36167,0.875,0.86,1,4,-364.51
36168,0.875,0.86,1,5,-449.45
36169,0.875,0.86,1,6,-479.47
36170,0.875,0.86,1,7,-601.39
36171,0.875,0.86,1,8,-278.33
36172,0.875,0.86,1,9,-327.01
36173,0.875,0.86,1,10,-327.8
36174,0.875,0.86,1,11,-259.23
36175,0.875,0.86,1,12,-378.72
36176,0.875,0.86,1,13,-230.1
36177,0.875,0.86,1,14,-223.76
36178,0.875,0.86,1,15,-313.34
36179,0.875,0.86,1,16,-495.03
36180,0.875,0.86,1,17,-346.2
36181,0.875,0.86,1,18,-265.5
36182,0.875,0.86,1,19,-422.3
36183,0.875,0.86,1,20,-328.22
36184,0.875,0.86,1,21,-499.06
36185,0.875,0.86,1,22,-398.15
36186,0.875,0.86,1,23,-351.97
36187,0.875,0.86,1,24,-479.72
36188,0.875,0.86,1,25,-411.27
36189,0.875,0.86,1,26,-562.43
36190,0.875,0.86,1,27,-277.5
36191,0.875,0.86,1,28,-502.6
36192,0.875,0.86,1,29,-238.46
36193,0.875,0.86,1,30,-233.72
36194,0.875,0.86,1,31,-183.18
36195,0.875,0.86,1,32,-449.71
36196,0.875,0.86,1,33,-714.73
36197,0.875,0.86,1,34,-365.06
36198,0.875,0.86,1,35,-436.17
36199,0.875,0.86,1,36,-265.05
36200,0.875,0.86,1,37,-208.19
36201,0.875,0.86,1,38,-300.53
36202,0.875,0.86,1,39,-325.6
36203,0.875,0.86,1,40,-432.0
36204,0.875,0.86,1,41,-394.63
36205,0.875,0.86,2,1,-271.67
36206,0.875,0.86,2,2,-349.64
36207,0.875,0.86,2,3,-284.39
36208,0.875,0.86,2,4,-296.38
36209,0.875,0.86,2,5,-541.08
36210,0.875,0.86,2,6,-363.7
36211,0.875,0.86,2,7,-397.52
36212,0.875,0.86,2,8,-399.97
36213,0.875,0.86,2,9,-515.7
36214,0.875,0.86,2,10,-267.01
36215,0.875,0.86,2,11,-451.33
36216,0.875,0.86,2,12,-462.02
36217,0.875,0.86,2,13,-332.78
36218,0.875,0.86,2,14,-341.0
36219,0.875,0.86,2,15,-586.86
36220,0.875,0.86,2,16,-295.91
36221,0.875,0.86,2,17,-160.87
36222,0.875,0.86,2,18,-431.32
36223,0.875,0.86,2,19,-601.66
36224,0.875,0.86,2,20,-555.48
36225,0.875,0.86,2,21,-290.95
36226,0.875,0.86,2,22,-578.51
36227,0.875,0.86,2,23,-454.29
36228,0.875,0.86,2,24,-499.31
36229,0.875,0.86,2,25,-369.01
36230,0.875,0.86,2,26,-172.28
36231,0.875,0.86,2,27,-281.92
36232,0.875,0.86,2,28,-522.9
36233,0.875,0.86,2,29,-570.29
36234,0.875,0.86,2,30,-194.95
36235,0.875,0.86,2,31,-308.93
36236,0.875,0.86,2,32,-348.94
36237,0.875,0.86,2,33,-340.02
36238,0.875,0.86,2,34,-388.4
36239,0.875,0.86,2,35,-319.51
36240,0.875,0.86,2,36,-423.2
36241,0.875,0.86,2,37,-401.1
36242,0.875,0.86,2,38,-402.78
36243,0.875,0.86,2,39,-202.73
36244,0.875,0.86,2,40,-184.76
36245,0.875,0.86,2,41,-328.85
36246,0.875,0.86,3,1,-374.09
36247,0.875,0.86,3,2,-264.44
36248,0.875,0.86,3,3,-211.25
36249,0.875,0.86,3,4,-497.7
36250,0.875,0.86,3,5,-594.06
36251,0.875,0.86,3,6,-329.99
36252,0.875,0.86,3,7,-526.02
36253,0.875,0.86,3,8,-135.43
36254,0.875,0.86,3,9,-475.03
36255,0.875,0.86,3,10,-297.24
36256,0.875,0.86,3,11,-478.69
36257,0.875,0.86,3,12,-389.11
36258,0.875,0.86,3,13,-327.18
36259,0.875,0.86,3,14,-236.67
36260,0.875,0.86,3,15,-429.44
36261,0.875,0.86,3,16,-290.28
36262,0.875,0.86,3,17,-339.07
36263,0.875,0.86,3,18,-424.88
36264,0.875,0.86,3,19,-370.7
36265,0.875,0.86,3,20,-312.75
36266,0.875,0.86,3,21,-303.39
36267,0.875,0.86,3,22,-402.08
36268,0.875,0.86,3,23,-344.35
36269,0.875,0.86,3,24,-386.85
36270,0.875,0.86,3,25,-383.24
36271,0.875,0.86,3,26,-299.64
36272,0.875,0.86,3,27,-228.87
36273,0.875,0.86,3,28,-544.13
36274,0.875,0.86,3,29,-343.81
36275,0.875,0.86,3,30,-332.29
36276,0.875,0.86,3,31,-267.66
36277,0.875,0.86,3,32,-288.79
36278,0.875,0.86,3,33,-319.6
36279,0.875,0.86,3,34,-292.91
36280,0.875,0.86,3,35,-399.25
36281,0.875,0.86,3,36,-326.3
36282,0.875,0.86,3,37,-384.37
36283,0.875,0.86,3,38,-192.52
36284,0.875,0.86,3,39,-360.02
36285,0.875,0.86,3,40,-414.91
36286,0.875,0.86,4,1,-377.87
36287,0.875,0.86,4,2,-399.24
36288,0.875,0.86,4,3,-219.91
36289,0.875,0.86,4,4,-470.34
36290,0.875,0.86,4,5,-374.62
36291,0.875,0.86,4,6,-301.89
36292,0.875,0.86,4,7,-336.1
36293,0.875,0.86,4,8,-335.58
36294,0.875,0.86,4,9,-383.16
36295,0.875,0.86,4,10,-281.94
36296,0.875,0.86,4,11,-374.92
36297,0.875,0.86,4,12,-366.53
36298,0.875,0.86,4,13,-448.0
36299,0.875,0.86,4,14,-600.76
36300,0.875,0.86,4,15,-353.65
36301,0.875,0.86,4,16,-568.4
36302,0.875,0.86,4,17,-405.88
36303,0.875,0.86,4,18,-394.36
36304,0.875,0.86,4,19,-332.3
36305,0.875,0.86,4,20,-423.2
36306,0.875,0.86,4,21,-679.14
36307,0.875,0.86,4,22,-349.27
36308,0.875,0.86,4,23,-432.41
36309,0.875,0.86,4,24,-309.2
36310,0.875,0.86,4,25,-400.21
36311,0.875,0.86,4,26,-612.84
36312,0.875,0.86,4,27,-427.84
36313,0.875,0.86,4,28,-505.17
36314,0.875,0.86,4,29,-245.39
36315,0.875,0.86,4,30,-295.44
36316,0.875,0.86,4,31,-220.65
36317,0.875,0.86,4,32,-208.57
36318,0.875,0.86,4,33,-197.33
36319,0.875,0.86,4,34,-380.05
36320,0.875,0.86,4,35,-466.54
36321,0.875,0.86,4,36,-154.91
36322,0.875,0.86,4,37,-563.64
36323,0.875,0.86,4,38,-369.16
36324,0.875,0.86,4,39,-369.71
36325,0.875,0.86,4,40,-332.0
36326,0.875,0.86,4,41,-492.4
36327,0.875,0.86,4,42,-483.27
36328,0.875,0.86,4,43,-212.66
36329,0.875,0.86,5,1,-337.63
36330,0.875,0.86,5,2,-361.97
36331,0.875,0.86,5,3,-289.61
36332,0.875,0.86,5,4,-259.94
36333,0.875,0.86,5,5,-173.95
36334,0.875,0.86,5,6,-507.66
36335,0.875,0.86,5,7,-261.68
36336,0.875,0.86,5,8,-232.68
36337,0.875,0.86,5,9,-333.82
36338,0.875,0.86,5,10,-517.47
36339,0.875,0.86,5,11,-388.95
36340,0.875,0.86,5,12,-351.99
36341,0.875,0.86,5,13,-487.46
36342,0.875,0.86,5,14,-371.58
36343,0.875,0.86,5,15,-194.37
36344,0.875,0.86,5,16,-271.44
36345,0.875,0.86,5,17,-406.57
36346,0.875,0.86,5,18,-593.67
36347,0.875,0.86,5,19,-442.06
36348,0.875,0.86,5,20,-400.85
36349,0.875,0.86,5,21,-568.27
36350,0.875,0.86,5,22,-465.48
36351,0.875,0.86,5,23,-434.61
36352,0.875,0.86,5,24,-329.06
36353,0.875,0.86,5,25,-293.68
36354,0.875,0.86,5,26,-504.09
36355,0.875,0.86,5,27,-412.29
36356,0.875,0.86,5,28,-450.21
36357,0.875,0.86,5,29,-286.73
36358,0.875,0.86,5,30,-191.76
36359,0.875,0.86,5,31,-177.43
36360,0.875,0.86,5,32,-349.9
36361,0.875,0.86,5,33,-135.32
36362,0.875,0.86,5,34,-305.01
36363,0.875,0.86,5,35,-287.44
36364,0.875,0.86,5,36,-400.43
36365,0.875,0.86,5,37,-653.91
36366,0.875,0.86,5,38,-361.44
36367,1.0,1.0,1,1,-574.71
36368,1.0,1.0,1,2,-543.19
36369,1.0,1.0,1,3,-438.02
36370,1.0,1.0,1,4,-256.38
36371,1.0,1.0,1,5,-635.65
36372,1.0,1.0,1,6,-390.98
36373,1.0,1.0,1,7,-612.07
36374,1.0,1.0,1,8,-564.0
36375,1.0,1.0,1,9,-198.74
36376,1.0,1.0,1,10,-587.11
36377,1.0,1.0,1,11,-384.6
36378,1.0,1.0,1,12,-453.15
36379,1.0,1.0,1,13,-461.57
36380,1.0,1.0,1,14,-382.52
36381,1.0,1.0,1,15,-491.89
36382,1.0,1.0,1,16,-323.11
36383,1.0,1.0,1,17,-286.77
36384,1.0,1.0,1,18,-598.03
36385,1.0,1.0,1,19,-583.83
36386,1.0,1.0,1,20,-252.92
36387,1.0,1.0,1,21,-359.46
36388,1.0,1.0,1,22,-304.04
36389,1.0,1.0,1,23,-470.6
36390,1.0,1.0,1,24,-274.46
36391,1.0,1.0,1,25,-450.78
36392,1.0,1.0,1,26,-449.09
36393,1.0,1.0,1,27,-306.13
36394,1.0,1.0,1,28,-713.1
36395,1.0,1.0,1,29,-345.75
36396,1.0,1.0,1,30,-198.43
36397,1.0,1.0,1,31,-304.7
36398,1.0,1.0,1,32,-526.98
36399,1.0,1.0,1,33,-497.9
36400,1.0,1.0,1,34,-257.35
36401,1.0,1.0,1,35,-269.55
36402,1.0,1.0,1,36,-355.35
36403,1.0,1.0,1,37,-267.86
36404,1.0,1.0,1,38,-411.24
36405,1.0,1.0,1,39,-453.64
36406,1.0,1.0,1,40,-363.71
36407,1.0,1.0,1,41,-501.44
36408,0.125,1.0,1,1,-234.57
36409,0.125,1.0,1,2,-317.33
36410,0.125,1.0,1,3,-296.42
36411,0.125,1.0,1,4,-173.96
36412,0.125,1.0,1,5,-332.64
36413,0.125,1.0,1,6,-352.18
36414,0.125,1.0,1,7,-435.67
36415,0.125,1.0,1,8,-408.64
36416,0.125,1.0,1,9,-347.98
36417,0.125,1.0,1,10,-485.07
36418,0.125,1.0,1,11,-541.17
36419,0.125,1.0,1,12,-400.97
36420,0.125,1.0,1,13,-435.4
36421,0.125,1.0,1,14,-277.21
36422,0.125,1.0,1,15,-343.35
36423,0.125,1.0,1,16,-460.44
36424,0.125,1.0,1,17,-281.71
36425,0.125,1.0,1,18,-387.45
36426,0.125,1.0,1,19,-380.06
36427,0.125,1.0,1,20,-405.2
36428,0.125,1.0,1,21,-388.97
36429,0.125,1.0,1,22,-297.0
36430,0.125,1.0,1,23,-389.1
36431,0.125,1.0,1,24,-250.14
36432,0.125,1.0,1,25,-342.55
36433,0.125,1.0,1,26,-322.4
36434,0.125,1.0,1,27,-309.24
36435,0.125,1.0,1,28,-412.27
36436,0.125,1.0,1,29,-351.78
36437,0.125,1.0,1,30,-396.86
36438,0.125,1.0,1,31,-425.62
36439,0.125,1.0,1,32,-537.7
36440,0.125,1.0,1,33,-306.05
36441,0.125,1.0,1,34,-473.83
36442,0.125,1.0,1,35,-392.24
36443,0.125,1.0,1,36,-293.6
36444,0.125,1.0,1,37,-360.87
36445,0.125,1.0,1,38,-285.57
36446,0.125,1.0,1,39,-294.79
36447,0.125,1.0,1,40,-185.96
36448,0.125,1.0,1,41,-230.96
36449,0.125,1.0,2,1,-437.26
36450,0.125,1.0,2,2,-341.11
36451,0.125,1.0,2,3,-457.58
36452,0.125,1.0,2,4,-347.69
36453,0.125,1.0,2,5,-531.21
36454,0.125,1.0,2,6,-252.61
36455,0.125,1.0,2,7,-454.91
36456,0.125,1.0,2,8,-231.14
36457,0.125,1.0,2,9,-542.33
36458,0.125,1.0,2,10,-410.06
36459,0.125,1.0,2,11,-479.01
36460,0.125,1.0,2,12,-246.07
36461,0.125,1.0,2,13,-543.16
36462,0.125,1.0,2,14,-347.81
36463,0.125,1.0,2,15,-374.97
36464,0.125,1.0,2,16,-368.69
36465,0.125,1.0,2,17,-413.31
36466,0.125,1.0,2,18,-394.48
36467,0.125,1.0,2,19,-377.49
36468,0.125,1.0,2,20,-346.86
36469,0.125,1.0,2,21,-223.71
36470,0.125,1.0,2,22,-475.12
36471,0.125,1.0,2,23,-414.69
36472,0.125,1.0,2,24,-418.4
36473,0.125,1.0,2,25,-385.64
36474,0.125,1.0,2,26,-461.57
36475,0.125,1.0,2,27,-463.14
36476,0.125,1.0,2,28,-381.24
36477,0.125,1.0,2,29,-269.4
36478,0.125,1.0,2,30,-134.33
36479,0.125,1.0,2,31,-636.8
36480,0.125,1.0,2,32,-306.38
36481,0.125,1.0,2,33,-419.64
36482,0.125,1.0,2,34,-386.3
36483,0.125,1.0,2,35,-228.45
36484,0.125,1.0,3,1,-179.96
36485,0.125,1.0,3,2,-391.8
36486,0.125,1.0,3,3,-516.82
36487,0.125,1.0,3,4,-516.5
36488,0.125,1.0,3,5,-346.94
36489,0.125,1.0,3,6,-431.81
36490,0.125,1.0,3,7,-304.24
36491,0.125,1.0,3,8,-497.91
36492,0.125,1.0,3,9,-460.0
36493,0.125,1.0,3,10,-233.28
36494,0.125,1.0,3,11,-422.4
36495,0.125,1.0,3,12,-530.23
36496,0.125,1.0,3,13,-341.92
36497,0.125,1.0,3,14,-438.81
36498,0.125,1.0,3,15,-635.71
36499,0.125,1.0,3,16,-140.74
36500,0.125,1.0,3,17,-593.49
36501,0.125,1.0,3,18,-437.49
36502,0.125,1.0,3,19,-313.6
36503,0.125,1.0,3,20,-400.03
36504,0.125,1.0,3,21,-544.13
36505,0.125,1.0,3,22,-357.71
36506,0.125,1.0,3,23,-492.72
36507,0.125,1.0,3,24,-219.14
36508,0.125,1.0,3,25,-310.41
36509,0.125,1.0,3,26,-335.5
36510,0.125,1.0,3,27,-520.49
36511,0.125,1.0,3,28,-421.92
36512,0.125,1.0,3,29,-465.17
36513,0.125,1.0,3,30,-396.31
36514,0.125,1.0,3,31,-438.39
36515,0.125,1.0,3,32,-270.37
36516,0.125,1.0,3,33,-319.29
36517,0.125,1.0,3,34,-316.78
36518,0.125,1.0,3,35,-463.28
36519,0.125,1.0,3,36,-261.69
36520,0.125,1.0,3,37,-320.27
36521,0.125,1.0,3,38,-211.14
36522,0.125,1.0,3,39,-304.6
36523,0.125,1.0,3,40,-289.01
36524,0.125,1.0,3,41,-495.12
36525,0.125,1.0,3,42,-315.42
36526,0.125,1.0,3,43,-315.67
36527,0.125,1.0,3,44,-251.45
36528,0.125,1.0,3,45,-255.06
36529,0.125,1.0,4,1,-421.55
36530,0.125,1.0,4,2,-478.92
36531,0.125,1.0,4,3,-412.99
36532,0.125,1.0,4,4,-330.7
36533,0.125,1.0,4,5,-335.94
36534,0.125,1.0,4,6,-302.38
36535,0.125,1.0,4,7,-298.78
36536,0.125,1.0,4,8,-484.98
36537,0.125,1.0,4,9,-413.67
36538,0.125,1.0,4,10,-429.65
36539,0.125,1.0,4,11,-218.61
36540,0.125,1.0,4,12,-321.67
36541,0.125,1.0,4,13,-473.89
36542,0.125,1.0,4,14,-307.25
36543,0.125,1.0,4,15,-300.51
36544,0.125,1.0,4,16,-434.54
36545,0.125,1.0,4,17,-468.62
36546,0.125,1.0,4,18,-330.51
36547,0.125,1.0,4,19,-270.01
36548,0.125,1.0,4,20,-524.74
36549,0.125,1.0,4,21,-248.22
36550,0.125,1.0,4,22,-448.39
36551,0.125,1.0,4,23,-424.57
36552,0.125,1.0,4,24,-346.01
36553,0.125,1.0,4,25,-472.23
36554,0.125,1.0,4,26,-352.66
36555,0.125,1.0,4,27,-374.79
36556,0.125,1.0,4,28,-189.49
36557,0.125,1.0,4,29,-304.48
36558,0.125,1.0,4,30,-426.26
36559,0.125,1.0,4,31,-392.63
36560,0.125,1.0,4,32,-309.12
36561,0.125,1.0,4,33,-385.81
36562,0.125,1.0,4,34,-447.04
36563,0.125,1.0,4,35,-243.12
36564,0.125,1.0,4,36,-341.31
36565,0.125,1.0,4,37,-494.49
36566,0.125,1.0,4,38,-297.8
36567,0.125,1.0,5,1,-353.26
36568,0.125,1.0,5,2,-304.52
36569,0.125,1.0,5,3,-489.5
36570,0.125,1.0,5,4,-398.46
36571,0.125,1.0,5,5,-384.5
36572,0.125,1.0,5,6,-500.74
36573,0.125,1.0,5,7,-291.27
36574,0.125,1.0,5,8,-475.15
36575,0.125,1.0,5,9,-449.2
36576,0.125,1.0,5,10,-369.23
36577,0.125,1.0,5,11,-440.06
36578,0.125,1.0,5,12,-440.29
36579,0.125,1.0,5,13,-303.75
36580,0.125,1.0,5,14,-327.93
36581,0.125,1.0,5,15,-251.96
36582,0.125,1.0,5,16,-481.81
36583,0.125,1.0,5,17,-313.04
36584,0.125,1.0,5,18,-612.17
36585,0.125,1.0,5,19,-451.59
36586,0.125,1.0,5,20,-554.99
36587,0.125,1.0,5,21,-193.54
36588,0.125,1.0,5,22,-494.42
36589,0.125,1.0,5,23,-493.4
36590,0.125,1.0,5,24,-490.4
36591,0.125,1.0,5,25,-476.43
36592,0.125,1.0,5,26,-405.48
36593,0.125,1.0,5,27,-417.8
36594,0.125,1.0,5,28,-437.94
36595,0.125,1.0,5,29,-449.31
36596,0.125,1.0,5,30,-564.97
36597,0.125,1.0,5,31,-340.15
36598,0.125,1.0,5,32,-277.89
36599,0.125,1.0,5,33,-321.26
36600,0.125,1.0,5,34,-427.95
36601,0.125,1.0,5,35,-434.34
36602,0.125,1.0,5,36,-359.35
36603,0.125,1.0,5,37,-342.87
36604,0.125,1.0,5,38,-295.58
36605,0.125,1.0,5,39,-290.2
36606,0.125,1.0,5,40,-364.88
36607,0.125,1.0,5,41,-453.68
36608,0.125,1.0,5,42,-261.93
36609,0.125,1.0,5,43,-293.66
36610,0.125,1.0,5,44,-480.62
36611,0.25,1.0,1,1,-158.29
36612,0.25,1.0,1,2,-443.37
36613,0.25,1.0,1,3,-332.15
36614,0.25,1.0,1,4,-280.8
36615,0.25,1.0,1,5,-302.49
36616,0.25,1.0,1,6,-472.71
36617,0.25,1.0,1,7,-337.65
36618,0.25,1.0,1,8,-293.23
36619,0.25,1.0,1,9,-382.85
36620,0.25,1.0,1,10,-319.27
36621,0.25,1.0,1,11,-537.56
36622,0.25,1.0,1,12,-517.53
36623,0.25,1.0,1,13,-474.93
36624,0.25,1.0,1,14,-342.41
36625,0.25,1.0,1,15,-172.42
36626,0.25,1.0,1,16,-281.2
36627,0.25,1.0,1,17,-275.42
36628,0.25,1.0,1,18,-542.29
36629,0.25,1.0,1,19,-227.7
36630,0.25,1.0,1,20,-435.51
36631,0.25,1.0,1,21,-508.13
36632,0.25,1.0,1,22,-493.42
36633,0.25,1.0,1,23,-290.77
36634,0.25,1.0,1,24,-179.47
36635,0.25,1.0,1,25,-381.65
36636,0.25,1.0,1,26,-201.07
36637,0.25,1.0,1,27,-327.26
36638,0.25,1.0,1,28,-366.6
36639,0.25,1.0,1,29,-288.49
36640,0.25,1.0,1,30,-287.91
36641,0.25,1.0,1,31,-422.28
36642,0.25,1.0,1,32,-432.56
36643,0.25,1.0,1,33,-236.66
36644,0.25,1.0,1,34,-392.58
36645,0.25,1.0,1,35,-456.42
36646,0.25,1.0,1,36,-9.89
36647,0.25,1.0,1,37,-283.21
36648,0.25,1.0,1,38,-215.57
36649,0.25,1.0,1,39,-246.25
36650,0.25,1.0,1,40,-350.46
36651,0.25,1.0,2,1,-393.1
36652,0.25,1.0,2,2,-454.19
36653,0.25,1.0,2,3,-522.4
36654,0.25,1.0,2,4,-221.22
